,Price,Total_Sqft,Location,BHK,Price_Per_Sqft
962,27400000,1565,Anna Nagar,3,17507
963,27100000,1520,Anna Nagar,3,17828
964,26600000,1540,Anna Nagar,3,17272
965,24800000,1375,Anna Nagar,3,18036
966,27200000,1525,Anna Nagar,3,17836
967,16399999,1215,Anna Nagar,3,13497
968,16399999,1215,Anna Nagar,3,13497
969,20000000,1215,Anna Nagar,3,16460
970,20099999,2050,Anna Nagar,3,9804
971,6998999,960,Anna Nagar,2,7290
974,7659000,1560,Anna Nagar,2,4909
976,10200000,1150,Anna Nagar,2,8869
977,31200000,2232,Anna Nagar,3,13978
978,5598000,990,Anna Nagar,2,5654
981,8500000,1506,Appa Junction,2,5644
982,8500000,1506,Appa Junction,2,5644
983,8800000,1385,Appa Junction,2,6353
984,7998999,1282,Appa Junction,2,6239
985,7998999,1282,Appa Junction,2,6239
986,8800000,1385,Appa Junction,2,6353
987,8800000,1385,Appa Junction,2,6353
992,8000000,1282,Appa Junction,2,6240
993,8000000,1282,Appa Junction,2,6240
994,8000000,1282,Appa Junction,2,6240
995,7100000,1214,Appa Junction,2,5848
996,8000000,1392,Appa Junction,2,5747
997,8798000,1385,Appa Junction,2,6352
1002,6742000,1376,Appa Junction Peerancheru,2,4899
1004,5782000,1180,Appa Junction Peerancheru,2,4900
1006,7977000,1628,Appa Junction Peerancheru,3,4899
1007,6242000,1274,Appa Junction Peerancheru,2,4899
1009,8761000,1788,Appa Junction Peerancheru,3,4899
1010,6859999,1400,Appa Junction Peerancheru,2,4899
1011,9633000,1966,Appa Junction Peerancheru,3,4899
1013,8364000,1707,Appa Junction Peerancheru,3,4899
1015,7286000,1487,Appa Junction Peerancheru,2,4899
1017,8820000,1800,Appa Junction Peerancheru,3,4900
1018,9197000,1877,Appa Junction Peerancheru,3,4899
1019,7467000,1524,Appa Junction Peerancheru,2,4899
1020,6497000,1326,Appa Junction Peerancheru,2,4899
1021,7178000,1465,Appa Junction Peerancheru,2,4899
1022,7825000,1597,Appa Junction Peerancheru,3,4899
1023,10000000,1800,Appa Junction Peerancheru,3,5555
1024,20000000,2250,Ashok Nagar,3,8888
1025,9000000,1200,Ashok Nagar,2,7500
1026,12000000,1590,Ashok Nagar,3,7547
1027,8500000,1145,Ashok Nagar,2,7423
1028,12700000,2021,Ashok Nagar,3,6284
1029,13300000,2122,Ashok Nagar,3,6267
1030,10500000,1250,Ashok Nagar,3,8400
1033,6100000,750,Ashok Nagar,2,8133
1034,2700000,750,Ashok Nagar,2,3600
1035,3400000,650,Ashok Nagar,2,5230
1036,2530000,750,Ashok Nagar,2,3373
1037,6500000,1480,Attapur,3,4391
1038,6500000,1480,Attapur,3,4391
1039,6500000,1361,Attapur,3,4775
1040,4284000,1020,Attapur,2,4200
1041,8383000,1950,Attapur,3,4298
1042,8387000,1951,Attapur,3,4298
1043,8387000,1951,Attapur,3,4298
1044,8383000,1950,Attapur,3,4298
1045,6323000,1471,Attapur,2,4298
1046,6319000,1470,Attapur,2,4298
1047,6319000,1470,Attapur,2,4298
1048,8404000,1955,Attapur,3,4298
1050,3038000,1085,Attibele,2,2800
1051,2520000,900,Attibele,2,2800
1054,2800000,1000,Attibele,2,2800
1055,2464000,880,Attibele,2,2800
1060,2487000,995,Attibele,2,2499
1061,2935000,1174,Attibele,2,2500
1063,3202000,1281,Attibele,2,2499
1064,2867000,1147,Attibele,2,2499
1068,2436000,870,Attibele,2,2800
1069,2800000,1000,Attibele,2,2800
1071,2520000,900,Attibele,2,2800
1072,3038000,1085,Attibele,2,2800
1073,2464000,880,Attibele,2,2800
1074,2800000,1000,Attibele,1,2800
1076,2436000,870,Attibele,2,2800
1077,2800000,1000,Attibele,2,2800
1079,2520000,900,Attibele,2,2800
1081,3038000,1085,Attibele,2,2800
1082,2464000,880,Attibele,2,2800
1084,3900000,994,Attibele,2,3923
1086,2400000,1174,Attibele,2,2044
1087,3700000,995,Attibele,2,3718
1089,5000000,1281,Attibele,2,3903
1092,4600000,994,Attibele,2,4627
1097,3200000,1281,Attibele,2,2498
1098,2400000,1281,Attibele,2,1873
1099,2900000,995,Attibele,2,2914
1100,2400000,1174,Attibele,2,2044
1101,2500000,994,Attibele,2,2515
1102,2500000,995,Attibele,2,2512
1103,6200000,994,Attibele,2,6237
1104,7500000,994,Attibele,2,7545
1107,2900000,1529,Attibele,2,1896
1108,2400000,1174,Attibele,2,2044
1109,3200000,995,Attibele,2,3216
1112,9000000,779,Attibele,2,11553
1114,2899000,779,Attibele,2,3721
1115,4146000,779,Attibele,2,5322
1116,7840000,779,Attibele,2,10064
1117,2288000,779,Attibele,2,2937
1118,5070000,779,Attibele,2,6508
1119,3045000,779,Attibele,2,3908
1120,5947000,924,Attibele,3,6436
1122,7998999,924,Attibele,3,8656
1123,3859000,779,Attibele,2,4953
1124,4237000,924,Attibele,3,4585
1127,7208000,924,Attibele,3,7800
1128,8400000,924,Attibele,3,9090
1129,8400000,779,Attibele,2,10783
1130,6625000,924,Attibele,3,7169
1132,4057000,924,Attibele,3,4390
1134,7000000,924,Attibele,3,7575
1137,8081999,925,Attibele,3,8737
1138,6043000,924,Attibele,3,6540
1139,4144000,918,Attibele,3,4514
1140,4057000,923,Attibele,3,4395
1143,3900000,924,Attibele,3,4220
1144,3900000,924,Attibele,3,4220
1145,3900000,924,Attibele,3,4220
1147,7840000,924,Attibele,3,8484
1148,6858000,925,Attibele,3,7414
1151,3650000,779,Attibele,2,4685
1152,3859000,929,Attibele,3,4153
1156,8000000,924,Attibele,3,8658
1160,4176000,924,Attibele,3,4519
1161,5750000,924,Attibele,3,6222
1162,7020000,924,Attibele,3,7597
1163,11800000,924,Attibele,3,12770
1164,4070000,779,Attibele,2,5224
1165,5248000,922,Attibele,3,5691
1166,5301000,921,Attibele,3,5755
1167,3859000,927,Attibele,3,4162
1168,4864000,920,Attibele,3,5286
1169,6500000,926,Attibele,3,7019
1170,4492000,924,Attibele,3,4861
1171,6094000,924,Attibele,3,6595
1174,3859000,924,Attibele,3,4176
1175,7300000,924,Attibele,3,7900
1176,5750000,924,Attibele,3,6222
1179,4240000,924,Attibele,3,4588
1180,5664000,924,Attibele,3,6129
1181,6597000,779,Attibele,2,8468
1182,5487000,779,Attibele,2,7043
1183,5244000,779,Attibele,2,6731
1184,4948000,779,Attibele,2,6351
1185,4198000,779,Attibele,2,5388
1187,2724000,645,Avadi,2,4223
1188,2724000,645,Avadi,2,4223
1197,2675000,677,Avadi,1,3951
1212,2295000,574,Avadi,1,3998
1215,2450000,570,Avadi,1,4298
1216,2460000,570,Avadi,1,4315
1217,2700000,677,Avadi,1,3988
1220,2724000,645,Avadi,2,4223
1221,2725000,639,Avadi,2,4264
1222,2725000,645,Avadi,2,4224
1226,4000000,840,Avadi,2,4761
1227,4000000,840,Avadi,2,4761
1228,4000000,815,Avadi,2,4907
1229,4300000,915,Avadi,2,4699
1230,3900000,810,Avadi,2,4814
1231,4300000,910,Avadi,2,4725
1232,3960000,840,Avadi,2,4714
1233,4300000,915,Avadi,2,4699
1236,2279000,570,Avadi,1,3998
1241,2311000,578,Avadi,1,3998
1246,2311000,578,Avadi,1,3998
1249,2279000,570,Avadi,1,3998
1253,2725000,639,Avadi,2,4264
1254,2725000,645,Avadi,2,4224
1255,2725000,639,Avadi,2,4264
1256,2725000,639,Avadi,2,4264
1257,2725000,639,Avadi,2,4264
1258,2725000,639,Avadi,2,4264
1259,2725000,639,Avadi,2,4264
1260,2725000,639,Avadi,2,4264
1261,2725000,639,Avadi,2,4264
1262,2725000,639,Avadi,2,4264
1263,2725000,645,Avadi,2,4224
1264,2725000,645,Avadi,2,4224
1265,2725000,639,Avadi,2,4264
1266,2725000,639,Avadi,2,4264
1267,2725000,639,Avadi,2,4264
1268,2725000,645,Avadi,2,4224
1269,2725000,639,Avadi,2,4264
1270,2725000,639,Avadi,2,4264
1271,2725000,645,Avadi,2,4224
1272,2725000,645,Avadi,2,4224
1273,2725000,639,Avadi,2,4264
1274,2725000,639,Avadi,2,4264
1281,6800000,677,Avadi,2,10044
1282,3982000,770,Avadi,2,5171
1283,3711999,885,Avadi,2,4194
1284,4004999,825,Avadi,2,4854
1285,3779999,890,Avadi,2,4247
1286,4095000,840,Avadi,2,4875
1288,3645000,745,Avadi,2,4892
1289,3936999,810,Avadi,2,4860
1290,4117000,875,Avadi,2,4705
1292,3710000,780,Avadi,2,4756
1293,3600000,639,Avadi,2,5633
1294,3974000,915,Avadi,2,4343
1295,3906000,840,Avadi,2,4650
1296,4314000,825,Avadi,2,5229
1297,3838000,915,Avadi,2,4194
1298,4292000,810,Avadi,2,5298
1299,5112000,910,Avadi,2,5617
1300,3653000,840,Avadi,2,4348
1301,3724000,840,Avadi,2,4433
1302,3700000,850,Avadi,2,4352
1305,3600000,850,Avadi,2,4235
1306,2950000,570,Avadi,1,5175
1309,6233000,677,Avadi,2,9206
1310,5988000,677,Avadi,2,8844
1311,5500000,920,Avadi,2,5978
1312,4700000,656,Avadi,2,7164
1314,3519000,734,Avadi,2,4794
1316,6950000,1392,Avalahalli Off Sarjapur Road,2,4992
1318,4209000,771,Avalahalli Off Sarjapur Road,1,5459
1319,5478000,1128,Avalahalli Off Sarjapur Road,2,4856
1320,3267000,568,Avalahalli Off Sarjapur Road,1,5751
1322,6731000,1268,Avalahalli Off Sarjapur Road,2,5308
1323,6385000,1272,Avalahalli Off Sarjapur Road,2,5019
1325,17100000,1618,Avalahalli Off Sarjapur Road,3,10568
1326,6711000,1392,Avalahalli Off Sarjapur Road,2,4821
1328,5478000,771,Avalahalli Off Sarjapur Road,1,7105
1329,3267000,1128,Avalahalli Off Sarjapur Road,2,2896
1331,6385000,1268,Avalahalli Off Sarjapur Road,2,5035
1332,10800000,1272,Avalahalli Off Sarjapur Road,2,8490
1334,5478000,771,Avalahalli Off Sarjapur Road,1,7105
1335,3267000,1128,Avalahalli Off Sarjapur Road,2,2896
1336,8378000,1268,Avalahalli Off Sarjapur Road,2,6607
1338,10800000,1272,Avalahalli Off Sarjapur Road,2,8490
1340,7368000,1392,Avalahalli Off Sarjapur Road,2,5293
1341,7368000,1320,Avalahalli Off Sarjapur Road,3,5581
1342,8148000,1320,Avalahalli Off Sarjapur Road,3,6172
1343,3621000,1070,Avalahalli Off Sarjapur Road,2,3384
1344,7698999,1065,Avalahalli Off Sarjapur Road,2,7229
1345,5447000,967,Avalahalli Off Sarjapur Road,3,5632
1346,5612000,742,Avalahalli Off Sarjapur Road,2,7563
1347,6913000,758,Avalahalli Off Sarjapur Road,2,9120
1348,6519000,982,Avalahalli Off Sarjapur Road,3,6638
1349,9148000,916,Avalahalli Off Sarjapur Road,3,9986
1350,5447000,967,Avalahalli Off Sarjapur Road,3,5632
1351,5612000,742,Avalahalli Off Sarjapur Road,2,7563
1352,6913000,758,Avalahalli Off Sarjapur Road,2,9120
1353,6519000,982,Avalahalli Off Sarjapur Road,3,6638
1354,9148000,916,Avalahalli Off Sarjapur Road,3,9986
1355,7040000,1616,Avalahalli Off Sarjapur Road,2,4356
1356,5800000,941,Avalahalli Off Sarjapur Road,2,6163
1357,4239000,1179,Avalahalli Off Sarjapur Road,2,3595
1359,3447000,1079,Avalahalli Off Sarjapur Road,2,3194
1360,3440999,1143,Avalahalli Off Sarjapur Road,2,3010
1361,3585000,1089,Avalahalli Off Sarjapur Road,2,3292
1363,3768000,1152,Avalahalli Off Sarjapur Road,2,3270
1364,4995000,1149,Avalahalli Off Sarjapur Road,2,4347
1365,9000000,1147,Avalahalli Off Sarjapur Road,2,7846
1366,4057000,1195,Avalahalli Off Sarjapur Road,2,3394
1367,6998999,1284,Avalahalli Off Sarjapur Road,2,5450
1368,6500000,1131,Ayanambakkam,2,5747
1369,13200000,2089,Ayanambakkam,4,6318
1370,6500000,1159,Ayanambakkam,2,5608
1371,6498999,1159,Ayanambakkam,2,5607
1372,5506000,1131,Ayanambakkam,2,4868
1373,6498999,1159,Ayanambakkam,2,5607
1374,4445000,1037,Ayanambakkam,2,4286
1376,4170000,927,Ayanambakkam,2,4498
1379,4680000,932,Ayanambakkam,2,5021
1380,4654000,1046,Ayanambakkam,2,4449
1381,4698000,1045,Ayanambakkam,2,4495
1382,4694000,1043,Ayanambakkam,2,4500
1383,4609000,1040,Ayanambakkam,2,4431
1384,4604000,1050,Ayanambakkam,2,4384
1385,4649000,1049,Ayanambakkam,2,4431
1386,4645000,1030,Ayanambakkam,2,4509
1387,4264000,1029,Ayanambakkam,2,4143
1388,4260000,1039,Ayanambakkam,2,4100
1389,4255000,1038,Ayanambakkam,2,4099
1390,4435000,952,Ayanambakkam,2,4658
1391,4193000,933,Ayanambakkam,2,4494
1392,4147999,1004,Ayanambakkam,2,4131
1394,4170000,927,Ayanambakkam,2,4498
1397,4680000,932,Ayanambakkam,2,5021
1398,4654000,1046,Ayanambakkam,2,4449
1399,4698000,1045,Ayanambakkam,2,4495
1400,4694000,1043,Ayanambakkam,2,4500
1401,4609000,1040,Ayanambakkam,2,4431
1402,4604000,1050,Ayanambakkam,2,4384
1403,4649000,1049,Ayanambakkam,2,4431
1404,4645000,1030,Ayanambakkam,2,4509
1405,4264000,1029,Ayanambakkam,2,4143
1406,4260000,1039,Ayanambakkam,2,4100
1407,4255000,1038,Ayanambakkam,2,4099
1408,4251000,953,Ayanambakkam,2,4460
1409,4577000,952,Ayanambakkam,2,4807
1410,4573000,951,Ayanambakkam,2,4808
1411,4246000,950,Ayanambakkam,2,4469
1412,5541000,1023,Ayanambakkam,2,5416
1414,6500000,1191,Ayapakkam,3,5457
1415,6400000,1191,Ayapakkam,3,5373
1416,7200000,1330,Ayapakkam,3,5413
1417,6400000,1183,Ayapakkam,3,5409
1418,5705000,1331,Ayapakkam,3,4286
1419,5691000,1244,Ayapakkam,3,4574
1420,5597000,1214,Ayapakkam,3,4610
1421,5500000,1211,Ayapakkam,3,4541
1422,4042000,755,Ayapakkam,2,5353
1423,2848000,1256,BEML Layout 5th Stage,3,2267
1424,8120000,1400,BEML Layout 5th Stage,3,5800
1425,7840000,1500,BEML Layout 5th Stage,3,5226
1426,6015000,1500,BEML Layout 5th Stage,3,4010
1427,8400000,1400,BEML Layout 5th Stage,3,6000
1428,6188000,1450,BEML Layout 5th Stage,3,4267
1429,7840000,1500,BEML Layout 5th Stage,3,5226
1430,7356000,1500,BEML Layout 5th Stage,3,4904
1431,4133000,1360,BEML Layout 5th Stage,3,3038
1432,3801000,1500,BEML Layout 5th Stage,3,2534
1433,4578000,1500,BEML Layout 5th Stage,3,3052
1434,13899999,1545,BTM Layout,3,8996
1435,20099999,2240,BTM Layout,3,8973
1436,15700000,1750,BTM Layout,3,8971
1437,15700000,1750,BTM Layout,3,8971
1438,13899999,1545,BTM Layout,3,8996
1439,15500000,1730,BTM Layout,3,8959
1440,13899999,1545,BTM Layout,3,8996
1441,15700000,1750,BTM Layout,3,8971
1442,15700000,1750,BTM Layout,3,8971
1443,15700000,1750,BTM Layout,3,8971
1444,13899999,1545,BTM Layout,3,8996
1445,13899999,1545,BTM Layout,3,8996
1446,13899999,1545,BTM Layout,3,8996
1447,13899999,1545,BTM Layout,3,8996
1448,13899999,1545,BTM Layout,3,8996
1449,13899999,1545,BTM Layout,3,8996
1450,13899999,1545,BTM Layout,3,8996
1451,3100000,1535,Babusa Palya,2,2019
1452,4305000,1535,Babusa Palya,2,2804
1454,6094000,1406,Babusa Palya,3,4334
1456,3100000,1535,Babusa Palya,2,2019
1457,6500000,1535,Babusa Palya,2,4234
1458,3800000,1140,Babusa Palya,2,3333
1459,5814000,1200,Babusa Palya,2,4845
1460,4050000,1140,Babusa Palya,2,3552
1461,5000000,1535,Babusa Palya,2,3257
1462,4000000,1535,Babusa Palya,2,2605
1463,7872000,1675,Bachupally,3,4699
1464,2999000,1150,Bachupally,2,2607
1465,8953000,1905,Bachupally,3,4699
1466,7872000,1675,Bachupally,3,4699
1467,7590000,1615,Bachupally,3,4699
1468,5452000,1160,Bachupally,2,4700
1469,8459000,1800,Bachupally,3,4699
1470,5640000,1200,Bachupally,2,4700
1471,4400000,1250,Bachupally,2,3520
1472,3550000,1130,Bachupally,2,3141
1473,3800000,1008,Bachupally,2,3769
1474,4680000,1200,Bachupally,2,3900
1475,4680000,1200,Bachupally,2,3900
1476,4340000,1150,Bachupally,2,3773
1478,4500000,1230,Bachupally,2,3658
1479,4641000,1190,Bachupally,2,3900
1480,4680000,1200,Bachupally,2,3900
1481,4836000,1240,Bachupally,2,3900
1482,4836000,1240,Bachupally,2,3900
1483,4680000,1200,Bachupally,2,3900
1484,6240000,1600,Bachupally,3,3900
1485,4953000,1270,Bachupally,2,3900
1486,6500000,1450,Bachupally,3,4482
1487,3900000,1150,Bachupally,2,3391
1488,3829999,1100,Bachupally,2,3481
1489,4140000,1150,Bachupally,2,3600
1490,4158000,1155,Bachupally Road,2,3600
1491,4239000,1175,Bachupally Road,2,3607
1492,4158000,1155,Bachupally Road,2,3600
1493,4158000,1155,Bachupally Road,2,3600
1494,4158000,1155,Bachupally Road,2,3600
1495,4239000,1175,Bachupally Road,2,3607
1496,4239000,1175,Bachupally Road,2,3607
1497,4158000,1155,Bachupally Road,2,3600
1498,4158000,1155,Bachupally Road,2,3600
1499,4158000,1155,Bachupally Road,2,3600
1500,4158000,1155,Bachupally Road,2,3600
1501,4158000,1155,Bachupally Road,2,3600
1502,4158000,1155,Bachupally Road,2,3600
1503,4230000,1175,Bachupally Road,2,3600
1504,4158000,1155,Bachupally Road,2,3600
1505,4236000,1175,Bachupally Road,2,3605
1506,4236000,1175,Bachupally Road,2,3605
1507,4236000,1175,Bachupally Road,2,3605
1508,4230000,1175,Bachupally Road,2,3600
1509,4230000,1175,Bachupally Road,2,3600
1510,4230000,1175,Bachupally Road,2,3600
1511,4158000,1155,Bachupally Road,2,3600
1512,4158000,1155,Bachupally Road,2,3600
1513,4158000,1155,Bachupally Road,2,3600
1514,4239000,1175,Bachupally Road,2,3607
1515,4236000,1175,Bachupally Road,3,3605
1516,4230000,1175,Bachupally Road,2,3600
1517,4158000,1155,Bachupally Road,2,3600
1518,4158000,1155,Bachupally Road,2,3600
1519,4158000,1155,Bachupally Road,2,3600
1520,4236000,1175,Bachupally Road,2,3605
1521,4236000,1175,Bachupally Road,2,3605
1522,4158000,1155,Bachupally Road,2,3600
1523,4158000,1155,Bachupally Road,2,3600
1524,4158000,1155,Bachupally Road,2,3600
1525,4236000,1175,Bachupally Road,2,3605
1526,4158000,1155,Bachupally Road,2,3600
1527,4158000,1155,Bachupally Road,2,3600
1528,4158000,1155,Bachupally Road,2,3600
1529,4236000,1175,Bachupally Road,2,3605
1530,4158000,1155,Bachupally Road,2,3600
1531,4230000,1175,Bachupally Road,2,3600
1532,4158000,1155,Bachupally Road,2,3600
1533,4000000,516,Badarpur,1,7751
1534,4300000,516,Badarpur,1,8333
1535,4100000,516,Badarpur,1,7945
1536,14500000,516,Badarpur,1,28100
1537,4100000,516,Badarpur,1,7945
1538,5000000,516,Badarpur,1,9689
1539,3599000,516,Badarpur,1,6974
1540,3500000,516,Badarpur,1,6782
1541,3700000,516,Badarpur,1,7170
1542,4700000,516,Badarpur,1,9108
1543,4300000,516,Badarpur,1,8333
1544,4000000,516,Badarpur,1,7751
1545,4700000,516,Badarpur,1,9108
1546,4000000,516,Badarpur,1,7751
1547,4000000,516,Badarpur,1,7751
1548,2865000,675,Badlapur East,1,4244
1549,2865000,675,Badlapur East,1,4244
1550,3979999,430,Badlapur East,1,9255
1551,7500000,500,Badlapur East,1,15000
1552,2560000,500,Badlapur East,1,5120
1553,2400000,441,Badlapur East,1,5442
1556,2650000,660,Badlapur East,1,4015
1558,3615000,710,Badlapur East,1,5091
1562,2150000,655,Badlapur East,1,3282
1563,2150000,655,Badlapur East,1,3282
1564,2250000,655,Badlapur East,1,3435
1565,2400000,655,Badlapur East,1,3664
1567,2000000,700,Badlapur East,1,2857
1568,3200000,655,Badlapur East,1,4885
1571,3565999,510,Badlapur East,1,6992
1576,2725000,615,Badlapur East,1,4430
1577,3811999,535,Badlapur East,1,7125
1580,2575000,580,Badlapur East,1,4439
1581,6800000,505,Badlapur East,1,13465
1583,8500000,672,Badlapur East,1,12648
1584,13000000,930,Badlapur East,2,13978
1585,3800000,450,Badlapur East,1,8444
1586,2600000,800,Baguiati,2,3250
1587,2700000,1070,Baguiati,2,2523
1588,4500000,800,Baguiati,2,5625
1589,2400000,896,Baguiati,1,2678
1590,6700000,2450,Baguiati,4,2734
1591,2618000,875,Baguiati,2,2992
1592,3615999,1040,Baguiati,2,3476
1593,4000000,800,Baguiati,2,5000
1594,2500000,890,Baguiati,2,2808
1595,3000000,800,Baguiati,1,3750
1596,4500000,700,Baguiati,2,6428
1597,4000000,800,Baguiati,1,5000
1598,5000000,896,Baguiati,2,5580
1599,3400000,890,Baguiati,2,3820
1600,3108000,616,Baguiati,1,5045
1601,3967000,616,Baguiati,1,6439
1602,6094000,1095,Baguiati,3,5565
1603,7400000,1530,Balanagar,3,4836
1604,7600000,1520,Balanagar,3,5000
1605,8275000,1655,Balanagar,3,5000
1606,8325000,1665,Balanagar,3,5000
1607,9126000,1755,Balanagar,3,5200
1608,8825000,1765,Balanagar,3,5000
1609,10000000,1940,Balanagar,3,5154
1610,7150000,1430,Balanagar,3,5000
1611,8050000,1610,Balanagar,3,5000
1612,6600000,1320,Balanagar,3,5000
1613,7175000,1435,Balanagar,3,5000
1614,7550000,1510,Balanagar,3,5000
1618,12000000,1787,Ballygunge,3,6715
1619,15700000,1977,Ballygunge,3,7941
1624,3049000,1846,Ballygunge,2,1651
1625,9200000,1250,Ballygunge,2,7360
1633,3100000,1466,Ballygunge,2,2114
1634,2099000,1466,Ballygunge,2,1431
1636,4400000,1050,Ballygunge,2,4190
1637,4300000,1000,Ballygunge,2,4300
1639,8000000,3600,Ballygunge,5,2222
1640,4300000,850,Ballygunge,2,5058
1641,4356000,980,Ballygunge,2,4444
1643,6072000,1600,Ballygunge,4,3795
1646,5000000,1500,Ballygunge,5,3333
1647,2500000,7000,Ballygunge,6,357
1648,3200000,7000,Ballygunge,6,457
1653,5500000,4640,Ballygunge,6,1185
1660,6900000,1200,Ballygunge,3,5750
1661,6500000,1132,Ballygunge,2,5742
1662,23100000,2480,Banashankari,3,9314
1663,28300000,3033,Banashankari,4,9330
1664,21400000,2378,Banashankari,3,8999
1665,23500000,2522,Banashankari,3,9318
1666,29900000,3205,Banashankari,4,9329
1667,29900000,3205,Banashankari,4,9329
1668,28300000,3033,Banashankari,4,9330
1669,23500000,2522,Banashankari,3,9318
1670,23100000,2480,Banashankari,3,9314
1671,21400000,2378,Banashankari,3,8999
1673,22500000,2560,Banashankari,3,8789
1675,7165000,980,Banashankari,2,7311
1677,9324000,1335,Banashankari,2,6984
1678,9324000,1332,Banashankari,2,7000
1679,9324000,1331,Banashankari,2,7005
1680,4806000,1334,Banashankari,2,3602
1681,6700000,1333,Banashankari,2,5026
